    ,name                    ,t4    ,p100  ,v100  ,deadline
1755,004fcc2c32b7589593d7516a,23    ,14    ,7     ,inf
1756,724b3adb513db4620fff64d3,82    ,41    ,22    ,inf
1757,df1a8aed55a44795a983c5f3,23    ,12    ,8     ,inf
1758,400ff7317a566f25a17d9291,25    ,13    ,9     ,inf
1759,590b54931c3042eb22c9f2cb,72    ,41    ,25    ,inf
1760,de2148c5ee4cfa2906520b4e,1302  ,751   ,382   ,inf
1761,37eaa8d494d41db5e72360b7,345   ,202   ,129   ,inf
1762,22506cc1bbc9b31e38168136,24    ,12    ,7     ,inf
1763,01ddb0d9f5ad07a271a9012e,50    ,31    ,20    ,inf
1764,987c738f09baeda6193087db,588   ,318   ,184   ,inf
1765,ed564e1e1b858bfe9b6a9b33,25    ,13    ,9     ,inf
1766,d3e4bf8aab748a78a69185f5,23    ,13    ,7     ,inf
1767,22135d1acb0748f94459ca8c,59433 ,40999 ,23229 ,140770.0
1768,747e5bdae7d03a814aadd1bb,29    ,19    ,10    ,inf
1769,c51584faaac1ff50de493611,53    ,31    ,18    ,inf
1770,f202a762471b1dc50d289e42,92    ,61    ,44    ,inf
1771,dfd0bf34a9fd8400283a0212,81    ,52    ,27    ,inf
1772,f13cdb4e5f12d603621e58c7,104   ,62    ,40    ,75.0
1773,1916f1aea6808c38774e7876,34    ,18    ,13    ,inf
1774,dbb88222679f6ca5ca965971,69    ,43    ,27    ,inf
1775,7110efe205dd44acb1a20120,23    ,13    ,7     ,inf
1776,66a7e819a7c46cb38867eedc,349   ,201   ,134   ,inf
1777,9b66bc191e4a2d80fb0a0183,139   ,74    ,44    ,438.0
1778,01a5aa9ad22e38ff7df83909,23    ,12    ,7     ,26.0
1779,983657d93615b118a2895f1a,44    ,23    ,17    ,inf
1780,fb882c610e63b1f728984a9a,60    ,39    ,23    ,inf
1781,1d43c39a115ae2d85bc28c9e,54    ,31    ,16    ,inf
1782,322f516bcb97b0d1268354f6,44    ,26    ,17    ,inf
1783,30aa5f587a9be9de3ccb9e1b,24    ,14    ,9     ,inf
1784,a4ba2a43c2cb384319bd0a09,718   ,384   ,216   ,inf
1785,8b51f633d13576a1fc491a6c,218   ,110   ,82    ,inf
1786,d07062b258c95f4e6ee6f52f,132   ,70    ,49    ,inf
1787,c1a7591d8e3371afcba90edf,23    ,13    ,8     ,inf
1788,62bdfdd90e6bd4c6d8f1c201,158   ,80    ,49    ,inf
1789,6ed86e4aeecf38a9320ac837,60    ,30    ,21    ,inf
1790,f3f5e9804c8c16bb9b8a349a,57    ,30    ,21    ,75.0
1791,1ed29ce59f5ec9cba36c6ad4,23    ,14    ,9     ,inf
1792,90ef4f4fa26e229b6800c199,47    ,31    ,21    ,inf
1793,3bc24ac726be73fec0200ff5,33    ,18    ,9     ,inf
1794,bd82f28c1c307bc88e1b05e1,24    ,13    ,9     ,19.0
1795,e4c1a64dd7b7185d432c2f10,108   ,61    ,31    ,inf
1796,a18626e102e1eb576047cf20,84    ,43    ,24    ,inf
1797,523b3f3cc7430cf684eb336d,34    ,20    ,12    ,117.0
1798,6829f2f58749e11e7adee2ea,24    ,16    ,7     ,inf
1799,899ffcbe7007843f79fb09bf,49    ,30    ,13    ,inf
1800,1b0e891090433dc3e051f7b6,2342  ,1258  ,686   ,inf
1801,ef6a911b902eb70448a7e55a,16620 ,10851 ,5997  ,53904.0
1802,4194b5fa194e6a6a4941bae2,24    ,14    ,8     ,inf
1803,5cf5dbda57fb715e1dd087d6,33    ,17    ,10    ,inf
1804,40bb918aa81227e683bf7be5,24    ,14    ,7     ,64.0
1805,7d0cafebd99c35269d2f49c2,23    ,13    ,7     ,inf
1806,203371de28319f157a9bfe46,59    ,30    ,14    ,inf
1807,6fc0fc593d0f98a05553019a,114   ,61    ,36    ,inf
1808,61387232d464b1b195bf669d,2648  ,1494  ,1066  ,inf
1809,1a007807fc6030846034e4b2,15949 ,9414  ,5454  ,inf
1810,8bc63a5c65d0090f93e36d94,1472  ,975   ,466   ,inf
1811,27c1bca8832e15ff9b8a7767,445   ,193   ,130   ,inf
1812,de76a631dfceab69332b1815,34    ,20    ,11    ,inf
1813,a938741b501bfeefaaf3da06,52    ,29    ,18    ,inf
1814,dc3bb197bf604c538273aa0c,23    ,14    ,8     ,inf
1815,34ec5b433bf5bbed85481244,84    ,52    ,39    ,inf
1816,111d9aff7a19c124423366ac,95    ,61    ,45    ,inf
1817,be1aea682ae4b57ebe365e39,678   ,338   ,216   ,666.0
1818,041a291f4e5a08814bb748fc,43124 ,22295 ,12055 ,inf
1819,6e8077f867773b50a18caab2,605   ,359   ,179   ,inf
1820,b0a04d1349f86f39d647d078,25    ,16    ,8     ,inf
1821,728ec2cd3a2175b70eed5916,158   ,80    ,57    ,inf
1822,945ca4d0e1a464e6384ea71c,23    ,14    ,9     ,15.0
1823,4e78250b45648ff5d8460a68,23    ,15    ,9     ,inf
1824,81754819554b5fbdb065248c,49    ,31    ,21    ,inf
1825,befeb961516b684288b0e146,76    ,41    ,26    ,inf
1826,1676c925f504379720b8c033,118   ,61    ,37    ,inf
1827,6f9bc496997d0ba6780b8e2e,346   ,205   ,106   ,inf
1828,bfa60779f8a19c36237ec4cd,24    ,13    ,7     ,inf
1829,74ce01e77ba6452a349d737e,24    ,12    ,7     ,inf
1830,4c950d1777fcc7e738d0aac2,38801 ,19414 ,11581 ,inf
1831,134971e2eba33b2f325f3e86,273   ,142   ,70    ,144.0
1832,e0d2b087dcc0c10ec0338298,34    ,21    ,13    ,inf
1833,bff67e3b2880738b67754a71,33    ,19    ,10    ,inf
1834,a44a87d3e34910416fbb9c63,49    ,31    ,18    ,inf
1835,ff7134a3e97857629b1c4da8,282   ,144   ,106   ,inf
1836,4c99b267b3d066a595e1ca87,398   ,296   ,159   ,1073.0
1837,d5502d9b1d77d06bfe58de52,175   ,112   ,70    ,inf
1838,c4651bedd62dbe2ab6c19a2b,24    ,14    ,8     ,inf
1839,a5c570948b146c6de0296679,78052 ,42695 ,27747 ,inf
1840,f317808191c5625a87941372,1027  ,615   ,400   ,inf
1841,15930cdbb39c29508c8554c6,772   ,467   ,278   ,inf
1842,bbba977cace2b5bbcc66521e,48    ,30    ,15    ,inf
1843,d38bf0bccfef7168bd7e2ef2,23    ,12    ,9     ,inf
1844,3dde211921e4ef9576efd28a,74    ,41    ,27    ,76.0
1845,9ce98b3e2591c9930d44bcbd,26    ,14    ,10    ,inf
1846,48644c40a5689b8076dec725,54    ,28    ,21    ,inf
1847,9b890c6344a8484189042137,114   ,64    ,42    ,inf
1848,c13779d4ebb9d823bfb54ba2,58    ,31    ,18    ,inf
1849,3a672fd91664878297436c2f,75    ,43    ,28    ,75.0
1850,791d688489696aed8e6d40cb,20180 ,13264 ,7894  ,inf
1851,c971e02b76a5d2b15ba54e69,59    ,30    ,19    ,inf
1852,63f70be383cfbc3ccb0c422a,47    ,31    ,17    ,inf
1853,cf524704b7df7ccf98f887cb,149   ,99    ,59    ,301.0
1854,aaa3461c9b14082b03560037,534   ,283   ,170   ,inf
1855,bb5d1f735a3abc8f090b8b29,667   ,345   ,196   ,inf
1856,cd3fd0cfa771dc1d3944a48e,102   ,54    ,37    ,inf
1857,2a9716bd630fef4d4ca8b899,302   ,189   ,115   ,inf
1858,87ba6f5d14b8e177920335db,79    ,41    ,25    ,inf
1859,2fead675796a74c1da5892ee,68    ,36    ,21    ,inf
1860,fd30026d157ba1376dc40b12,56369 ,28978 ,17991 ,inf
1861,09473c744c8424ebc2dd8385,795   ,481   ,300   ,inf
1862,a0cedcb5dffcf8d796131c50,23    ,12    ,7     ,inf
1863,fa302389b424b8de25cf3e0c,239   ,140   ,78    ,485.0
1864,06ee485da698342ce6854128,197   ,109   ,76    ,inf
1865,304093a4110de60594c559bf,49    ,25    ,16    ,inf
1866,5f5e6c050c6e3cc9ce13b87e,225   ,143   ,102   ,inf
1867,8df5329a44b97250f032e5cc,1728  ,1032  ,536   ,3863.0
1868,a72fca568299cb7e0e96340b,23    ,14    ,7     ,inf
1869,bb3c496eca91b976a6e854a8,22    ,14    ,8     ,inf
1870,116b835cc6d1d30cfda674c9,34    ,17    ,11    ,inf
1871,5f9c652bfedf6cc5ba4e7d8e,45    ,25    ,18    ,inf
1872,e0bbb16634f4e8ff428772c5,99    ,61    ,43    ,inf
1873,be1ae58327d94b1e7de3f5d0,23    ,14    ,7     ,19.0
1874,00467e8be81f255eb145b5bb,759   ,446   ,340   ,inf
1875,f0b22a97bf09479545f303a8,558   ,308   ,206   ,1513.0
1876,69a81766ec8170ef1aa85953,158   ,102   ,66    ,243.0
1877,974338164b40ace71d68445b,46652 ,29222 ,13227 ,inf
1878,0a6372d75f8b2581755b850d,364   ,189   ,134   ,454.0
1879,4f7c7877bb334c176bb9271b,34    ,20    ,13    ,inf
1880,0462fd13a36044a15b10c824,33    ,17    ,10    ,84.0
1881,9dfa4b00cec6e6ae11186eae,34    ,18    ,11    ,108.0
1882,4144b0d8fcd9e66b0a05d40e,44    ,28    ,15    ,inf
1883,83ae5226810e15d949fa4f43,80    ,41    ,22    ,inf
1884,91c8ffca80feccaaab199510,372   ,191   ,149   ,inf
1885,54e2ab5181a580b790c3cf08,24    ,13    ,9     ,40.0
1886,c628d20e358f1f51c05b3acf,55    ,31    ,16    ,inf
1887,722220a3dbf2723711fba511,65    ,40    ,22    ,inf
1888,90b9e21fd6d09dc25d473203,71    ,37    ,24    ,inf
1889,38e347ee9685ad86cb880b91,37479 ,22265 ,13431 ,34634.0
1890,87f1a1b5393b77adc082aee8,55    ,29    ,19    ,inf
1891,7c0dac8cd92382a01968cd41,22    ,11    ,8     ,inf
1892,b797317e32900cc30b158e89,24    ,12    ,7     ,inf
1893,eb34d1e885c534e4c20408f3,43    ,25    ,14    ,inf
1894,d35b0dec352e0bbbdaf6a588,266   ,140   ,91    ,inf
1895,f5cc769eee0dcc64074ee7a0,23    ,14    ,9     ,21.0
1896,db626a3516ded3b461400d51,24    ,12    ,7     ,inf
1897,0addb490d4611fe953aa5ed0,33    ,18    ,10    ,inf
1898,e12b0410bf63032709423bb3,33    ,18    ,10    ,27.0
1899,e013cc6b1af6d72e8629a2e2,34    ,17    ,13    ,77.0
1900,5ec3e4c6951a4609d9336b66,24    ,12    ,9     ,inf
1901,87a439a7b3ff2f15cac7ab87,23    ,15    ,7     ,inf
1902,d58b817562bdedb5a3548584,516811,325569,168650,inf
1903,61ec25c8ca0d6f533d73e6fa,34    ,17    ,13    ,inf
1904,0980d07a9217e558493e51b1,34    ,18    ,12    ,inf
1905,d96d2be2ba341a129d32021a,139   ,98    ,45    ,inf
1906,a698383c5bb8379efe1e6f20,25    ,13    ,8     ,inf
1907,2ac85dc252437c2e2d03fd25,633   ,313   ,201   ,inf
1908,a0f421690d6d37e68e21ea19,43    ,27    ,14    ,119.0
1909,1c3ec7d8078cfcfddbd53ee2,23    ,14    ,8     ,inf
1910,d4ac653c787d5934efc89df2,25    ,14    ,8     ,inf
1911,0805dcfe24a71204d95843c4,34    ,19    ,10    ,inf
1912,728b9d9f35a9af448b8a5dc3,23    ,12    ,7     ,inf
1913,1ec56ff0ea82f89777579c52,64    ,41    ,23    ,inf
1914,64f82ca5fcc6f5ee10d325a2,23    ,14    ,7     ,inf
1915,18d566960231ea31eb686bd7,105   ,61    ,37    ,341.0
1916,cdde2965d26bee15b6b87cfc,121   ,71    ,39    ,inf
1917,b97c83d7fd72eaf014f2ac9f,788   ,403   ,283   ,inf
1918,623458ffe7296e38acc92375,345   ,176   ,104   ,inf
1919,9ae2938b29a6b24596dabd45,68    ,38    ,20    ,inf
1920,19177c73d39cb5f2fce07a75,44    ,28    ,14    ,inf
1921,5e7cab2a12325a33fd8cae19,89    ,50    ,30    ,186.0
1922,39157b177cabf7079ed21a9e,220   ,123   ,79    ,inf
1923,cf5e2e6ea142365603648c57,252   ,141   ,97    ,inf
1924,795039d0abf751c17c61e396,33    ,17    ,13    ,inf
1925,3b42332dcb5876d505b70671,24    ,13    ,9     ,inf
1926,0e902df9ae564e2eab234302,86    ,50    ,31    ,inf
1927,e0bb3d8d6cb79192a1733277,44    ,26    ,14    ,inf
1928,2aa7229cd814fd5e15f3933a,99    ,51    ,27    ,inf
1929,02949f436751cef6b75f6ccc,76    ,39    ,28    ,inf
1930,361d1fb89d6a8ce0abd71e32,28    ,18    ,9     ,inf
1931,b07decd48231f8b6523a1b7b,629   ,370   ,199   ,inf
1932,65e6835730a6d93d960384e5,23    ,12    ,7     ,inf
1933,b1e5df559fba03221ab00fa1,24    ,12    ,7     ,inf
1934,f879259f8d9b788cbce37146,44    ,23    ,17    ,38.0
1935,e958f1eb6194685852a4455e,116   ,60    ,28    ,inf
1936,bb84bc80a1232e9b1d02b916,92    ,60    ,42    ,inf
1937,a5aafcbd8439ac71a46023ac,25    ,16    ,10    ,inf
1938,a4ff65c98939c5016fec5325,25    ,15    ,7     ,inf
1939,61b46eeabb648b74aa2ff001,23    ,14    ,8     ,inf
1940,7e5356488d7013f21a377ed9,24    ,16    ,8     ,inf
1941,8fae03ba0c2198ce93cddfc2,178   ,106   ,54    ,inf
1942,dc8621caede8f5e57364046e,57    ,37    ,19    ,inf
1943,c37ef16875669d5351e94897,44    ,23    ,13    ,26.0
1944,8843869f2508f6823cd32718,315   ,189   ,92    ,inf
1945,c49b537f0838cab7fe42c8f2,24    ,15    ,7     ,inf
1946,f610c22430cc7657c65f33ed,66    ,40    ,23    ,inf
1947,7481d06b0775727c7c70aa93,77    ,51    ,33    ,inf
1948,965e79b5eea355bbb37b8c7d,286   ,183   ,105   ,inf
1949,4d5fffc174619c1562f4eec3,23    ,14    ,7     ,inf
1950,1471b6ac715ee2dd470c8f03,34    ,20    ,12    ,inf
1951,977da286e6ef3857ec1e2e79,44    ,24    ,15    ,inf
1952,4f56ffdb9add8e04ed026278,894   ,535   ,311   ,inf
1953,1dded907f90d12b620e85318,23    ,12    ,7     ,inf
1954,e7df0cf1fdcca63548c19733,23    ,12    ,8     ,inf
1955,23f86aa16abe61cc6f029b8e,29    ,16    ,9     ,inf
1956,eb23aae7a3eae5e709c339cb,24    ,14    ,7     ,inf
1957,9ab0677c48f1c7e73e7890aa,54    ,29    ,20    ,136.0
1958,51f3c01f9f7bc2a2f55fcdbd,390   ,212   ,105   ,527.0
1959,09785f862785bc2694750d1a,144   ,92    ,57    ,inf
1960,e32e53034acf532c54652887,11177 ,7025  ,3724  ,inf
1961,e7f5c1efc156695a90d84fc1,583   ,393   ,192   ,inf
1962,4449eec58a230d0d07c7064b,23    ,14    ,8     ,inf
1963,8b73e6eb46ef2ba2225a89bc,24    ,12    ,8     ,inf
1964,190857baac29b85de1f74fd1,70    ,48    ,28    ,87.0
1965,636b37c737f4ce81e3aade18,54    ,31    ,18    ,inf
1966,9616ddbdbd8d334d304d8884,35    ,19    ,13    ,inf
1967,b2aa518a15d3d3569fbbb563,32093 ,19896 ,14320 ,inf
1968,e700fb2764327cd7873105a4,23    ,13    ,8     ,inf
1969,13589a55bc7c765b059c6754,23    ,12    ,7     ,inf
1970,89558e4b3d081f58dcbb074a,26    ,16    ,10    ,inf
1971,9a02b4de4382ed787d3d3f24,632   ,311   ,218   ,inf
1972,00da8adbcbf7b1fc51f493b1,96    ,62    ,41    ,inf
1973,afd96d4773de616767647e14,909   ,483   ,276   ,inf
1974,b75f980ca8b09d03dbad27b4,46    ,30    ,21    ,inf
1975,7f920a10532a9c26584c6c1e,151   ,78    ,54    ,inf
1976,b1a0548dcbba970b2dd42e12,47    ,31    ,18    ,inf
1977,286a9a55ea69952cdc00a521,63    ,41    ,24    ,inf
1978,160cce28a2e60b6ff660e3a1,25    ,13    ,8     ,inf
1979,d86858b0f68647ff20ea4673,232   ,106   ,78    ,inf
1980,8635f28cb10fa8056e003cbf,231   ,122   ,58    ,inf
1981,ec374279765b5ac9b5e849ec,23    ,14    ,8     ,inf
1982,1917fb37bf571f5a17f343bb,23    ,12    ,8     ,inf
1983,432a41b5d5ce5526c4e6ef3a,41668 ,29164 ,16009 ,42827.0
1984,fca73fb31cf2f8e8082b2cb4,24    ,14    ,7     ,inf
1985,689b7956dcd43397322c9b19,23    ,12    ,9     ,inf
1986,0bef46e8cda30e4abc5ecf10,23    ,12    ,7     ,inf
1987,e675959e8fdf1c5f792a10e6,26    ,14    ,8     ,40.0
1988,02f759bdcbea7be2e21605dd,44    ,24    ,17    ,inf
1989,e09cc537c9072b31d7a2965e,24    ,15    ,8     ,20.0
1990,b151f9e2fe93c6a6d5166517,282   ,176   ,102   ,inf
1991,31ae57467b3af948142ddde4,24    ,16    ,7     ,inf
1992,2c5927f2f9a67c4f0bec15bf,629   ,406   ,207   ,inf
1993,10563ad1062ae5abefa24a55,1995  ,1040  ,557   ,inf
1994,4de9959e4cc48d9927082d49,24    ,13    ,9     ,inf
1995,5144e580c5f31c4fddcb2706,751   ,351   ,244   ,inf
1996,bef8e9773de714f945a05297,51    ,29    ,15    ,inf
1997,be3fb777108e171bebc9bd91,44    ,24    ,13    ,inf
1998,234705357c0594860087059e,377   ,189   ,87    ,inf
1999,f316435a09ed9a169dd82140,5753  ,3331  ,2292  ,inf
2000,330c0a8f25a65dc9843d0587,34    ,17    ,13    ,inf
2001,117a3bd68f44cd4e431851c6,24    ,12    ,9     ,inf
2002,020a73565d26561474458bb5,445   ,259   ,132   ,inf
2003,cc3a79e021da6bc0f74ce978,141   ,72    ,45    ,inf
2004,020a98287ebdea85ded58a83,34    ,22    ,13    ,inf
2005,d6e6d66296aa334eabeaf471,23    ,15    ,9     ,inf
2006,a46d8340677b4f1f551c4fef,127024,92941 ,49136 ,inf
2007,3108420d6519da0971f2e253,33    ,21    ,12    ,55.0
2008,371ca7d1261b51dd6f051a4d,385   ,193   ,121   ,inf
2009,e9ed36bdda9c5ceeaefc7035,15180 ,10164 ,6059  ,12821.0
2010,12c4c8d3b22678ef60ed9de8,34    ,20    ,13    ,inf
2011,3431bad8bfb20d10eb760d94,24    ,12    ,9     ,inf
2012,1ee0b872885bb00bfcfa67d8,33    ,18    ,11    ,18.0
2013,e3119cba19bb87eec327a822,64    ,38    ,25    ,inf
2014,adc0b9f6bc1f30f3e14c0589,24    ,15    ,8     ,inf
2015,0de78887395a31ce6219e35f,116   ,61    ,34    ,inf
2016,823c971f25995fca5b34744a,53    ,31    ,16    ,52.0
2017,756f5f8aa68c38576d909135,59    ,31    ,15    ,49.0
2018,97c1417eadb9e518313bf5d8,200   ,123   ,59    ,inf
2019,409bd810194902709a3e28ea,34    ,20    ,12    ,inf
2020,5e52c998f319b43267a30ba1,33    ,20    ,10    ,inf
2021,b73c991d85252d635a8b6dfd,23    ,12    ,8     ,inf
2022,f4d072a97bfa577e395f4b31,33    ,19    ,13    ,83.0
2023,5d03a1dac20b6cb4bb2ee743,54063 ,27491 ,16946 ,inf
2024,82c4d2ada6d02dbfb7766f2a,44    ,23    ,13    ,inf
2025,1aa1f599dae1e62d90c25beb,34    ,19    ,11    ,inf
2026,207dd0d861f5d7610708b769,352   ,196   ,133   ,inf
2027,19397b63ef9fcdab39d7dddd,40686 ,25375 ,13703 ,88251.0
2028,681b566e63e3f395231b6c92,25    ,13    ,8     ,inf
2029,7185e64e6ed76c507a80b380,24    ,12    ,7     ,56.0
2030,235ce53ed83dcbdfd05a4636,34    ,18    ,10    ,inf
2031,ecbe695b439721a196299db9,34    ,17    ,10    ,26.0
2032,169d4c8197479331377f167b,966   ,517   ,301   ,inf
2033,ea47102cc750b3cecc8c305f,25    ,13    ,9     ,24.0
2034,38315a525aefcd19761ff7c8,36    ,20    ,13    ,66.0
2035,36563bac88cdafd860f2e497,65    ,37    ,25    ,inf
2036,eb8716fdd12b707e7c552131,34    ,18    ,11    ,inf
2037,a2032826bc2eba3a7a0e76ca,50    ,30    ,17    ,58.0
2038,86db585799b3d5a910507bc3,55    ,30    ,21    ,inf
2039,66195a89cbcbe5f2c08e956c,43    ,27    ,17    ,inf
2040,3ec37648b9b06b6665b43a2d,53    ,32    ,19    ,inf
2041,ed57547e2e11f5ad513133b9,48    ,31    ,17    ,inf
2042,f5ea612258aaae66722a7a5d,35    ,18    ,12    ,inf
2043,4bc1b6f6f81b252811ed43af,315   ,183   ,135   ,inf
2044,c4c2c7fbe247393558e12678,44    ,25    ,14    ,120.0
2045,9199d5750286f3d610fb8129,75    ,50    ,23    ,inf
2046,a80c99e0a905bd98def89011,23    ,12    ,8     ,inf
2047,477a95ddada3cbec541ca57f,35    ,19    ,12    ,inf
2048,6f040a2b9b762fb69326ba18,44    ,28    ,15    ,inf
2049,87ea203760b8099fcc7b59b2,43    ,26    ,12    ,inf
2050,569772a36ed926c61dac54be,24    ,15    ,9     ,40.0
2051,d8d27220903a43afcee87655,445   ,222   ,148   ,inf
2052,b896219642d4871ae97a3251,23    ,14    ,8     ,inf
2053,38a8e58e7376020081bd80a5,42389 ,22557 ,14167 ,inf
2054,691324aa9965e880aad48a15,24    ,14    ,7     ,49.0
2055,4ebb5b64b123a6005448a289,45    ,29    ,16    ,74.0
2056,63351ff3dca170d45f4ddf0f,25    ,14    ,8     ,inf
2057,97d549eb56f8c7bfea6e20a5,155   ,88    ,46    ,inf
2058,3cfaf306a4690998b2c08a2d,54    ,32    ,19    ,inf
2059,0f5f8a684383b27d9c0f0690,54    ,28    ,16    ,inf
2060,2cef214656965291ad1d6410,54    ,30    ,17    ,inf
2061,4f7eac157d52a993e993b512,585   ,308   ,184   ,inf
2062,00e2f0dfacbe6cf5bba0913d,45    ,23    ,13    ,inf
2063,df189622d235993eb8821011,50    ,30    ,17    ,inf
2064,37a8b942962e92352d367043,113   ,75    ,41    ,inf
2065,9bbf34795bb6eb2b0ff41167,23    ,14    ,9     ,inf
2066,dc3bcc2526de49fe631cff3e,24    ,16    ,8     ,inf
2067,b2013516edcffc57fa4c827e,56    ,31    ,16    ,inf
2068,57fb47f839869d6c99d19a75,37573 ,21372 ,10259 ,29369.0
2069,744646e5076723aaa285bd1c,34    ,18    ,10    ,35.0
2070,f2946432bb7a8be7d4b9edcd,85    ,50    ,29    ,inf
2071,6736a3d21f0cf499b70c569d,49    ,32    ,15    ,inf
2072,f589bfe6352ba67b2c3253a7,23    ,14    ,7     ,45.0
2073,b4988d925b1a9996c4a0f152,55    ,31    ,17    ,inf
2074,d1cd5ba13c02fc86b1605f9f,60    ,30    ,21    ,37.0
2075,9d40cc290726d921efbbceca,23    ,12    ,8     ,24.0
2076,a61afda33c47723d83f3d422,59    ,30    ,17    ,37.0
2077,9af80cdaf1fb4880d1047c65,24    ,14    ,7     ,inf
2078,961197fa1ba0b076723e6623,67    ,41    ,22    ,127.0
2079,6a93d2d6817f06a7274f4ad4,292   ,192   ,88    ,619.0
2080,479fbe1883251f7fc0bbf21a,33    ,22    ,11    ,39.0
2081,e16154593c23a465d5da64f6,521   ,311   ,192   ,inf
2082,5b24c68b301b05dc5f616064,24    ,14    ,7     ,inf
2083,94e60fc7b702f41716074c9c,33    ,17    ,11    ,91.0
2084,bf9b31a194e42ab8df6e6ae6,639   ,316   ,214   ,inf
2085,55efe7e120d91a8f5e939aa9,24    ,13    ,9     ,inf
2086,0c76c5387851569896b2c702,268   ,126   ,85    ,inf
2087,fd22a226825232bee02033af,371   ,199   ,138   ,inf
2088,328a16ddc0fcd53134bf893b,23    ,14    ,8     ,inf
2089,ed5aaaa65c883d2a80f374cf,24    ,13    ,7     ,inf
2090,fe4193de1e39949d536ff11c,214   ,135   ,81    ,inf
2091,38c8f9cd053e0333bbaa2255,78    ,50    ,28    ,inf
2092,de60e2edd197b36751d3746c,24    ,14    ,8     ,inf
2093,344a00b507ba757e1d2ee300,23    ,12    ,7     ,inf
2094,9bbe1e5a092c09fa1ec0a393,173   ,112   ,67    ,302.0
2095,b3e1abd3e44cf070143c9e70,34    ,18    ,11    ,inf
2096,d2904a1c2039ec0375610f22,25    ,14    ,9     ,81.0
2097,9cbd5fba031c481e52828251,180   ,111   ,66    ,125.0
2098,e4c8c968b08e36ecfd567333,29    ,16    ,11    ,inf
2099,4d426691c7cced7913bb616d,65    ,42    ,23    ,inf
2100,b7af22a1e92116cf6569284b,24    ,12    ,8     ,inf
2101,a89f4bc4fd169c0a6f7e4f81,34    ,21    ,12    ,inf
2102,b8db02ca8f380c37f22a8923,93    ,50    ,33    ,inf
2103,d8a44ec6dc1d00ddeb7380e9,23    ,13    ,7     ,inf
2104,a4cc0376a325a3e4fdec99ea,240   ,137   ,96    ,382.0
2105,c28ca81c4ebe9dbab320e439,52    ,31    ,19    ,inf
2106,ba390caed4b8a9a7c3d9125e,63    ,37    ,21    ,inf
2107,0fef6b734a99d4e1a9e72ced,628   ,270   ,189   ,inf
2108,1213d33fc572ed7af10c78fa,87    ,47    ,28    ,inf
2109,0746006b580143a86315e34c,23    ,12    ,8     ,inf
2110,9f88c1e6bbf2f845ed0cb8fa,24    ,13    ,7     ,22.0
2111,2effd7663d66d7eafff6fdb4,48    ,28    ,15    ,inf
2112,479599b0167af1e69e36d0b8,34    ,20    ,12    ,inf
2113,2e2af8a2e0596f1a5285a34d,23    ,14    ,9     ,46.0
2114,3a6b65da58be5f8be541530a,35    ,19    ,12    ,inf
2115,d13edd2dd4f66d9c4e0acc2c,138   ,71    ,52    ,inf
2116,c22e3d95c1ce243884f67e71,201   ,112   ,60    ,inf
2117,8a8b672ae3d4fac6d1817e41,46749 ,28212 ,17559 ,inf
2118,c96b833393dc4fa08ce772e1,24    ,14    ,9     ,inf
2119,31ac44130e6634c83dec150f,24    ,14    ,7     ,inf
2120,709dc9fa4b2fa9f9f0359680,44    ,24    ,16    ,inf
2121,6b678c7184070fb9e714911b,87    ,50    ,32    ,inf
2122,5b01f7593695c1fb4d37c329,22168 ,13206 ,9196  ,inf
2123,98ed4c54cdf70caa803ca548,24    ,14    ,9     ,26.0
2124,eb8db8250f829dad87b68858,23    ,12    ,7     ,inf
2125,5ad616a9605bbf7a340d4a09,65    ,40    ,28    ,inf
2126,6e5c77eee19914213769f8d4,24    ,14    ,9     ,inf
2127,a045c74369f798e508998c30,24    ,13    ,7     ,inf
2128,249d3dab21cedfb8c507eeea,2495  ,1578  ,849   ,2908.0
2129,83fd419ae5b6f06d157890dc,1506  ,829   ,543   ,2342.0
2130,5a8a20c4b70c562693683549,32619 ,20999 ,11339 ,65885.0
2131,54c64bfe41f2d9ee9a74abc1,23    ,13    ,7     ,inf
2132,96233bc7a564ea906afdd9a1,402   ,209   ,127   ,401.0
2133,fca01b592fde3fda9fe7f459,75    ,50    ,27    ,inf
2134,061ee52f7b21dbce913ebf7a,47    ,30    ,15    ,inf
2135,919c353eed623bd26f78a4ef,24    ,15    ,7     ,inf
2136,8d5de2c172caf9d02895e98d,50    ,31    ,17    ,93.0
2137,deef1fe5a422659ca289f86c,53    ,31    ,19    ,inf
2138,7b0bb546d3e102c59d7b97c9,78    ,51    ,30    ,inf
2139,a74dc19997fceafd595eb072,23    ,12    ,7     ,inf
2140,21f38cfc4367fecda54b846b,24    ,13    ,9     ,inf
2141,80812d5f52d31986251e528e,45310 ,27217 ,12528 ,inf
2142,3e2f425eb141e9c544895098,188   ,120   ,81    ,inf
2143,db936e8509d661c009f4840e,24    ,14    ,10    ,66.0
2144,5d299b85cd1be2597ed0d1e2,36    ,22    ,13    ,inf
2145,cea4f40b60e1a6dcf2a0c632,158   ,92    ,52    ,inf
2146,1e6bb11642214749d12207ce,57    ,30    ,15    ,inf
2147,18a083798c8a24aa36aadfce,49    ,30    ,19    ,56.0
2148,4e11e13795279c577711f465,44    ,29    ,16    ,inf
2149,2430598d2bbe8b0028221c1e,31    ,17    ,10    ,inf
2150,120c5043806be72d61b23ce4,24    ,14    ,7     ,inf
2151,26addcbca9bd8606c5b27972,172   ,70    ,54    ,inf
